Player|Score-20|WIN|70|3|3|29/01/2026 13:33|1769690002.823613
Player|Score-2|WIN|70|3|3|29/01/2026 13:33|1769689995.962187
Player|Score-2|WIN|70|3|3|29/01/2026 13:31|1769689908.118413
Player|Score-2|WIN|70|3|3|29/01/2026 13:31|1769689896.232554
Player|Score-2|WIN|70|3|3|29/01/2026 13:31|1769689879.88369
Player|Score-2|WIN|70|3|3|29/01/2026 13:15|1769688951.063273
Player|Score-16|WIN|70|3|3|29/01/2026 13:15|1769688938.553825
Player|Score-2|WIN|70|3|3|29/01/2026 13:10|1769688633.122136
Player|Score-2|WIN|70|3|3|29/01/2026 13:10|1769688621.842276
Player|Score-2|WIN|70|3|3|29/01/2026 13:04|1769688250.528322
Player|Score-2|WIN|70|3|3|29/01/2026 13:04|1769688240.254662
Player|Score-2|WIN|70|3|3|29/01/2026 13:02|1769688155.132645
Player|Score-2|WIN|70|3|3|29/01/2026 13:02|1769688138.269655
Player|Score-2|WIN|70|3|3|29/01/2026 12:52|1769687574.846526
Player|Score-9|WIN|70|3|3|29/01/2026 12:46|1769687186.347435
Player|Score-2|WIN|70|3|3|29/01/2026 12:41|1769686910.774419
Player|Score-0|LOSE|0|3|3|29/01/2026 13:33|1769690015.098054
Player|Score-0|LOSE|0|3|3|29/01/2026 13:10|1769688635.917637
Player|Score-0|LOSE|0|3|3|29/01/2026 13:03|1769688234.743811
Player|Score-0|LOSE|0|3|3|29/01/2026 12:41|1769686890.641493
